[3/1/2019 23:30:37] /a
[3/1/2019 23:44:43] /goto knight sample
[3/1/2019 23:46:46] /goto knight sample
[4/1/2019 1:32:34] /b VITOR ?
[4/1/2019 7:38:34] /m triton
[4/1/2019 7:38:42] /s trainer
[4/1/2019 7:38:59] /m blastoise
[4/1/2019 7:39:3] /r
[4/1/2019 7:39:6] /s blastoise
[4/1/2019 7:39:10] /m chest
[4/1/2019 7:39:14] /r
[4/1/2019 7:39:21] /s chest
[4/1/2019 7:39:51] /m blastoise
[4/1/2019 7:40:20] /m pyria
[4/1/2019 7:40:51] /r
[4/1/2019 7:40:53] /r
[4/1/2019 7:40:55] /r
[4/1/2019 7:43:4] /i fishig spear
[4/1/2019 7:44:24] /up
[4/1/2019 7:44:25] /up
[4/1/2019 7:44:26] /up
[4/1/2019 7:44:33] /down
[4/1/2019 7:44:40] /up
[4/1/2019 7:44:42] /up
[4/1/2019 7:44:43] /up
[4/1/2019 7:44:44] /up
[4/1/2019 7:45:43] /i 7885
[4/1/2019 7:45:56] /r
[4/1/2019 7:46:38] /up
[4/1/2019 7:46:56] /newtype 2
[4/1/2019 7:46:57] /newtype 22
[4/1/2019 7:47:0] /newtype 255
[4/1/2019 7:47:4] /newtype 302
[4/1/2019 7:47:12] /m sobek
[4/1/2019 7:47:15] /s chest
[4/1/2019 7:47:26] /r
[4/1/2019 7:47:27] /r
[4/1/2019 7:47:45] /i 5259
[4/1/2019 7:47:51] /r
[4/1/2019 7:47:53] /i 5259
[4/1/2019 7:48:0] /r
[4/1/2019 7:48:18] /up
[4/1/2019 7:48:48] /down
[4/1/2019 7:49:27] /up
[4/1/2019 7:49:53] /up
[4/1/2019 7:50:8] /up
[4/1/2019 7:50:10] /up
[4/1/2019 7:52:31] /up
[4/1/2019 7:52:33] /up
[4/1/2019 7:55:35] /down
[4/1/2019 7:57:58] /closeserver
[4/1/2019 7:58:6] /openserver
[4/1/2019 7:58:28] /b KAKKAA
[4/1/2019 7:58:34] /bc Nao
[4/1/2019 7:59:23] /kick Vinny
[4/1/2019 8:0:36] /addskill Vinny,Level 
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:31] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:32] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:33] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:34] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:35] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:35] /addskill Vinny,Level 5555555555555
[4/1/2019 8:1:35] /addskill Vinny,Level 5555555555555
[4/1/2019 8:2:11] /m carrion worm
[4/1/2019 8:2:35] /r
[4/1/2019 8:2:48] /up
[4/1/2019 8:3:14] /down
[4/1/2019 17:18:44] /goto Vitor Subhi
[4/1/2019 17:18:47] /goto Vitor Subhi
[4/1/2019 17:18:58] /goto knight sample
[4/1/2019 17:58:54] /goto knight sample
[4/1/2019 17:59:2] /attr uniqueid 2456
[4/1/2019 17:59:42] /attr actionid2456
[4/1/2019 17:59:51] /attr actionid 2456
[4/1/2019 18:5:40] /attr actionid
[4/1/2019 18:5:58] /attr uniqueid 2546
[4/1/2019 18:13:45] /i chest
[4/1/2019 18:14:45] /attr uniqueid 6390
[4/1/2019 18:17:19] /i nightmare shield
[4/1/2019 18:22:27] /reload actions
[4/1/2019 18:23:13] /r
[4/1/2019 18:23:29] /i chest
[4/1/2019 18:24:17] /attr password 3434
[4/1/2019 18:24:33] /attr account 3434
[4/1/2019 18:24:39] /attr account 3434
[4/1/2019 18:25:24] /attr uniqueid 2457
[4/1/2019 18:25:43] /attr uniqueid 2457
[4/1/2019 18:26:6] /attr UniqueID 2457
[4/1/2019 18:26:35] /attr UniqueID 2457
[4/1/2019 18:43:53] /goto knight sample
[4/1/2019 18:44:15] /goto Knight Sample
[4/1/2019 18:44:17] /a 4
[4/1/2019 18:44:19] /a 4
[4/1/2019 18:44:21] /a 4
[4/1/2019 18:44:22] /a 4
[4/1/2019 18:44:27] /cliport
[4/1/2019 18:44:31] /cliport
[4/1/2019 18:44:47] /b sei q lugar q é agr.
[4/1/2019 18:45:41] /a
[4/1/2019 18:46:38] /goto Knight Sample
[4/1/2019 18:47:57] /c knight sample
[4/1/2019 18:49:53] /a
[4/1/2019 18:50:8] /a 3
[4/1/2019 18:50:45] /a
[4/1/2019 18:57:10] /b acertei rsrsr...
[4/1/2019 18:57:48] /a
[4/1/2019 19:13:24] /game
[4/1/2019 19:13:32] /tt
[4/1/2019 19:13:36] /tt
[4/1/2019 19:13:42] /t
[4/1/2019 19:18:38] /up
[4/1/2019 19:18:39] /up
[4/1/2019 19:18:41] /up
[4/1/2019 19:18:42] /up
[4/1/2019 19:18:48] /up
[4/1/2019 19:18:59] /up
[4/1/2019 19:19:0] /up
[4/1/2019 19:19:2] /up
[4/1/2019 19:19:3] /up
[4/1/2019 19:19:5] /up
[4/1/2019 19:19:7] /up
[4/1/2019 19:19:8] /up
[4/1/2019 19:19:10] /up
[4/1/2019 19:19:11] /up
[4/1/2019 19:19:12] /up
[4/1/2019 19:19:16] /up
[4/1/2019 19:19:21] /a
[4/1/2019 19:19:26] /a 4
[5/1/2019 18:33:29] /b vitor on?
